cuisine,recepies,ingredients
South Indian Recipes,Bangalore Restaurant Style Sambar Recipe - For Idlis,"['cumin seeds', ' coriander dhania seeds', ' dried chillies', ' dried chillies', ' coconut', ' arhar dal', ' shallots', ' onion', ' tomatoes', ' curry leaves', ' mustard seeds', ' turmeric powder haldi', ' asafoetida hing', ' coriander dhania seeds', ' tamarind water lemon', ' jaggery', ' salt', ' sunflower oil', ' coriander']"
North Indian Recipes,Aloo Bhindi Masala Gravy Recipe,"['bhindi', ' asafoetida', ' mustard oil', ' salt', ' aloo', ' asafoetida hing', ' cumin jeera seeds', ' turmeric powder', ' salt', ' mustard oil', ' onion', ' garlic', ' ginger', ' tomatoes puree', ' cinnamon stick', ' bay leaf', ' turmeric powder', ' red chilli powder', ' coriander powder', ' water', ' salt', ' sunflower oil', ' fenugreek leaves', ' coriander']"
North Indian Recipes,Khatte Chole Recipe - A Delicious North Indian Chana Masala,"['kabuli chana', ' onion', ' tomato', ' cinnamon', ' cloves', ' ginger', ' seeds', ' coriander powder', ' red chilli powder', ' garam masala powder', ' dry mango powder', ' ghee', ' salt', ' onion', ' chilli']"
South Indian Recipes,Bottle Gourd Peel Chutney Recipe,"['gourd', ' tomatoes', ' green chillies', ' salt', ' turmeric powder', ' sunflower oil', ' mustard seeds', ' seeds fenugreek seeds', ' white urad', ' red chillies', ' asafoetida hing', ' coriander', ' tamarind paste']"
Continental,Glazed Apples and Banana Wheat Crumb Tart Recipe,"['marie biscuit powdered', ' flakes cereal powdered', ' butter melted', ' apples', ' bananas', ' nutmeg powder', ' almonds', ' honey', ' curd', ' sage for']"
Indian,Savoury Carrot And Coriander Pancakes Recipe,"['oats flour', ' carrots', ' homemade cottage cheese', ' coriander dhania', ' buttermilk', ' chilli', ' ginger', ' powder', ' butter', ' salt']"
Italian Recipes,Easy Spaghetti Recipe In Creamy Tomato Sauce  | Vegetarian & Kid Friendly,"['del', ' carrot', ' green bell pepper capsicum', ' oregano', ' red chilli flakes', ' cream', ' salt', ' extra virgin olive oil', ' garlic', ' onion', ' basil leaves', ' extra virgin olive oil', ' salt and pepper']"
Indian,Moong Dal With Radish Greens Recipe,"['yellow moong', ' patte radish', ' salt', ' garlic', ' ginger', ' turmeric powder', ' red chilli powder', ' dry mango powder', ' sunflower oil', ' ghee', ' cumin seeds', ' red chillies']"
Continental,Brownie Butter Cake Recipe,"['dark chocolate', ' butter', ' sugar', ' egg', ' all purpose flour', ' instant coffee powder', ' all purpose flour', ' baking powder', ' sugar', ' butter', ' eggs', ' milk', ' vanilla extract', ' pink food colour']"
Continental,Chopped Spinach And Pomegranate Salad Recipe,"['spinach', ' pomegranate fruit kernels', ' onion', ' pecans walnuts', ' extra virgin olive oil', ' vinegar', ' oregano', ' parsley leaves dried', ' salt and pepper']"
North Indian Recipes,Hariyali Chicken Tikka Masala Recipe,"['chicken', ' red chilli powder', ' turmeric powder', ' garam masala powder', ' dry mango powder', ' cumin powder', ' curd dahi yogurt', ' cream', ' salt', ' coriander', ' mint leaves', ' green chilli']"
North Indian Recipes,Green Moong Dal Cheela Recipe - Savory Green Mung Bean Pancakes,"['green moong', ' rice flour', ' coriander dhania', ' green chillies', ' ginger', ' garlic', ' water', ' salt', ' red chilli powder', ' garam masala powder', ' flax seed flax', ' sunflower oil']"
Indian,Karela Thepla Recipe - Bitter Gourd Indian Flat Bread,"['wheat flour', ' flour', ' karela bitter gourd', ' seeds', ' ginger', ' green chillies', ' salt', ' red chilli powder', ' cumin powder', ' turmeric powder', ' ghee', ' water', ' butter melted']"
Continental,Lavender Lemonade Cooler Recipe,"['water', ' sugar', ' lavender flowers dried', ' lemon lemons', ' salt', ' sugar', ' water', ' ice cubes']"
Continental,Roasted Vegetable Panini Sandwich With Feta Cheese Recipe,"['panini bread', ' green zucchini', ' red bell pepper capsicum', ' tomatoes', ' onion onion', ' feta cheese', ' basil pesto', ' original hot sauce', ' salt and pepper']"
South Indian Recipes,Thavala Adai Recipe,"['chana dal', ' arhar dal toor', ' soaked', ' white', ' red chillies', ' oil', ' asafoetida hing', ' curry leaves', ' mustard seeds']"
Indian,Achari Paneer Mini Bread Bowl With Cheesy Twist Recipe,"['soup buns', ' cottage cheese', ' onions', ' tomato', ' green bell pepper capsicum', ' green chillies', ' extra virgin olive oil', ' ginger garlic paste', ' red chilli powder', ' coriander powder', ' achari masala', ' fenugreek', ' garam masala powder', ' salt', ' mozzarella cheese', ' cheese spread']"
North Indian Recipes,Kale And Vegetable Fried Quinoa Recipe,"['quinoa', ' onion', ' celery', ' kale', ' carrots', ' green peas', ' garlic', ' extra virgin olive oil', ' salt']"
North Indian Recipes,Makai Ka Cheela Recipe - Delicious Corn Cheela Recipe,"['sweet corn', ' flour', ' onion', ' green chillies', ' ginger', ' coriander', ' sunflower oil', ' salt']"
Continental,Mini Lemon Tarts Recipe,"['all purpose flour', ' salt', ' sugar', ' butter', ' water', ' egg', ' egg', ' sugar', ' lemon zest', ' lemon juice', ' butter']"
Indian,Achari Chole Aloo Tikki Chaat Recipe,"['kabuli chana chickpeas soaked', ' cumin seeds', ' ginger', ' tomato pureed', ' bay leaf', ' nutralite classic', ' turmeric powder', ' dry mango powder', ' garam masala powder', ' coriander powder', ' powder pomegranate seed', ' red chilli powder', ' black pepper powder', ' black salt', ' green chutney coriander mint', ' sweet chutney tamarind', ' onions', ' green chillies', ' coriander', ' sev', ' aloo boiled', ' ginger', ' green chillies', ' onion', ' red chilli powder', ' garam masala powder', ' coriander dhania', ' corn flour', ' salt', ' achari mayo', ' wheat bread crumbs', ' nutralite garlic oregano spread']"
South Indian Recipes,Tomato Rasam Recipe For Babies And Toddlers,"['tomato', ' turmeric powder haldi', ' yellow moong', ' cumin powder', ' coriander powder', ' black pepper powder', ' salt', ' ghee', ' mustard seeds', ' coriander dhania']"
Indian,Crispy Fried Kurkuri Bhindi Recipe Spiced With Cumin & Chaat Masala,"['bhindi', ' coriander powder', ' red chilli powder', ' red chilli powder', ' turmeric powder haldi', ' cumin powder', ' chaat masala powder', ' asafoetida hing', ' salt', ' flour', ' rice flour', ' curry leaves', ' sunflower oil']"
Indian,Rajma Cutlet (Kidney Beans Patties) Recipe,"['kidney beans soaked', ' aloo cooked', ' red chilli powder', ' garam masala powder', ' salt', ' fennel powder', ' all purpose flour', ' wheat bread crumbs', ' sunflower oil']"
Indian,Salted Caramel Popcorn Recipe,"['sunflower oil', ' dry corn', ' butter unsalted', ' corn syrup', ' sugar', ' vanilla extract', ' salt', ' baking soda']"
Indian,Capsicum Bath Recipe,"['rice cooked', ' bell pepper', ' green peas', ' onion', ' green chilli slit', ' bath powder', ' salt', ' tamarind soaked in water', ' lemon juice', ' coconut', ' sunflower oil', ' mustard seeds', ' chana dal', ' white urad', ' few cashew nuts', ' curry leaves', ' red chilli', ' turmeric powder haldi']"
Indian,Watermelon Seeds Rice Recipe,"['basmati rice cooked', ' watermelon seeds', ' red chillies', ' mustard seeds', ' white urad', ' curry leaves', ' peanuts roasted', ' asafoetida hing', ' salt', ' sunflower oil']"
North Indian Recipes,Palak Patta Chaat Recipe-Delhi style Spinach leaf Chaat,"['spinach leaves', ' enos fruit salt', ' flour', ' salt', ' green chutney coriander mint', ' sweet chutney date tamarind', ' ki chutney red garlic chutney', ' sev', ' onion', ' curd dahi yogurt', ' aloo boiled mashed', ' carrot', ' red chilli powder', ' cumin powder', ' chaat masala']"
North Indian Recipes,Hariyali Gobi Recipe - Palak Cauliflower Curry Recipe,"['cauliflower', ' turmeric powder', ' garam masala powder', ' salt', ' spinach', ' tomato', ' garlic', ' ginger', ' green chillies', ' cumin seeds', ' cinnamon powder', ' cumin powder', ' turmeric powder haldi', ' garam masala powder', ' cream', ' butter', ' salt']"
Indian,Motichoor Modak Recipe,"['flour', ' salt', ' orange', ' ghee', ' baking soda', ' water', ' sunflower oil', ' sugar', ' water', ' saffron strands', ' cardamom powder', ' salt', ' rose water', ' melon seeds', ' badam almond', ' ghee']"
Italian Recipes,"Macaroni Minestrone Soup Pot Recipe (Wholesome Italian Soup Made Using Vegetables, Beans And Macaroni)","['extra virgin olive oil', ' onion', ' garlic', ' carrot', ' green peas matar steamed', ' sweet corn steamed', ' green beans', ' celery', ' green zucchini diced', ' mushrooms', ' bell pepper', ' beans', ' tomato puree', ' black pepper powder', ' paprika powder', ' macaroni pasta', ' vegetable stock', ' bay leaf', ' sugar', ' salt', ' herbs rosemary', ' parmesan cheese']"
North Indian Recipes,Shakarkandi Malpua Recipe - Mishti Aloo Malpua Recipe,"['potatoes', ' milk powder', ' all purpose flour', ' sugar', ' semolina', ' fennel seeds', ' cardamom powder', ' sugar', ' water', ' rose water', ' sunflower oil', ' pistachios chopped']"
Continental,Figs and Muesli Bread Pudding Recipe,"['muesli', ' figs', ' brown bread', ' eggs', ' milk', ' vanilla extract', ' honey', ' nutmeg powder']"
South Indian Recipes,Mulakootal (Vegetables In Coconut Gravy) Recipe,"['vegetables', ' arhar dal', ' turmeric powder', ' coconut', ' white urad', ' mustard seeds', ' red chillies', ' cumin seeds', ' coconut oil', ' mustard seeds', ' red chillies', ' leaves']"
South Indian Recipes,Manga Rasam Recipe - Raw Mango Rasam Recipe,"['mango raw', ' water', ' arhar dal', ' ghee', ' mustard seeds', ' cumin seeds', ' curry leaves', ' green chillies', ' ginger', ' tomato', ' cumin powder', ' lemon juice', ' black pepper powder', ' turmeric powder', ' coriander powder', ' jaggery', ' salt', ' coriander']"
North Indian Recipes,Mango Pudding Recipe,"['mango pulp puree', ' milk', ' vermicelli', ' ghee', ' cardamom powder', ' sugar', ' almonds badam', ' raisins', ' saffron strands']"
North Indian Recipes,Anar & Aloo Pakora Recipe - Dry Pomegranate & Potato Pakora,"['aloo boiled mashed', ' green chillies', ' coriander', ' powder pomegranate seed', ' red chilli powder', ' cumin seeds', ' salt', ' chaat masala', ' flour', ' sunflower oil']"
Indian,Egg Biryani Recipe With Coconut Milk,"['rice', ' eggs', ' bay leaf', ' cardamom', ' cloves', ' green chilli', ' black peppercorns', ' onions', ' tomatoes', ' garlic minced', ' ginger minced', ' turmeric powder', ' red chilli powder', ' cumin powder', ' coriander powder', ' garam masala powder', ' coconut milk', ' water', ' salt', ' coriander', ' mint leaves']"
South Indian Recipes,Cucumber Mor Kuzhambu Recipe (Cucumber Curry),"['cucumber', ' coconut', ' ginger', ' mustard seeds', ' green chillies', ' turmeric powder haldi', ' coriander', ' curd greek yogurt', ' salt']"
Continental,Mini Key Lime Pie Recipe (No Bake And Eggless),"['marie biscuit', ' butter melted', ' heavy whipping cream', ' condensed milk', ' lemon juice', ' lemon juice', ' water', ' sugar', ' green food colour']"
Indian,Tea Spiced Nuts Recipe (Skillet Roasted),"['badam almond', ' cashew nuts', ' walnuts', ' pecans', ' leaves dried', ' rose', ' honey', ' cinnamon powder', ' vanilla extract', ' black pepper powder', ' paprika powder', ' sea salt', ' butter']"
South Indian Recipes,Cauliflower And Red Bell Pepper Stir Fry Recipe,"['cauliflower', ' red bell pepper capsicum', ' coriander powder', ' red chilli powder', ' turmeric powder', ' garam masala powder', ' fenugreek leaves', ' sunflower oil', ' salt']"
Continental,Nutella Pancakes Recipe,"['nutella spread', ' all purpose flour', ' baking powder', ' sugar', ' salt', ' egg', ' milk', ' vanilla extract', ' butter melted', ' strawberries']"
Italian Recipes,Roasted Vegetable Farfalle Pasta Salad Recipe,"['del', ' carrot', ' beans french beans', ' red bell pepper capsicum', ' asparagus', ' green peas', ' basil leaves', ' oregano', ' extra virgin olive oil', ' salt', ' tomatoes', ' onion', ' garlic', ' salt and pepper', ' paprika powder', ' sugar']"
Indian,Black Forest Cupcake Recipe,"['vivatta maida', ' sugar granulated', ' cocoa powder', ' butter melted', ' milk', ' eggs', ' baking powder', ' baking soda', ' pitted cherries', ' vanilla extract', ' britannia cream cheese', ' sour cream', ' icing sugar', ' cherries', ' britannia cream cheese', ' chocolate bar']"
Indian,Manga Ogre Recipe (Mango Rice),"['rice', ' salt', ' mango', ' coconut', ' mustard seeds', ' green chillies', ' turmeric powder', ' coriander', ' jaggery', ' sunflower oil', ' curry leaves', ' cumin seeds', ' mustard seeds', ' chana', ' asafoetida hing']"
Indian,Spring Onion Pakora Recipe - Made In Kuzhi Paniyaram Pan,"['spring onion bulb', ' flour', ' rice flour', ' green chilli', ' mint leaves', ' red chilli powder', ' coriander dhania seeds', ' turmeric powder haldi', ' enos fruit salt', ' salt', ' sunflower oil']"
South Indian Recipes,Sweet Pongal With Thai Jasmine Rice And Palm Sugar Recipe,"['jasmine rice', ' cardamom', ' palm sugar powdered', ' yellow moong', ' water', ' milk', ' cashew nuts cashew nuts as', ' raisins raisins', ' ghee ghee', ' milk', ' saffron strands few']"
Indian,Pepper Cauliflower Recipe,"['cauliflower', ' onion', ' garlic cloves', ' black pepper powder', ' cumin powder', ' red chilli powder', ' coriander dhania leaves', ' salt', ' mustard seeds', ' curry leaves', ' black urad', ' red chilli', ' sunflower oil']"
Indian,Hare Chane Ka Kebab Recipe,"['hara chana', ' ginger garlic paste', ' cumin powder', ' turmeric powder', ' garam masala powder', ' green chillies', ' mango raw', ' spinach', ' mint leaves', ' coriander', ' flour', ' salt']"
Continental,Savory Bread Pudding with Broccoli and Tomato Recipe,"[' broccoli', ' onion', ' garlic', ' rosemary', ' cinnamon powder', ' salt', ' whole wheat', ' milk', ' tomato', ' egg', ' milk', ' vanilla extract', ' honey']"
South Indian Recipes,Karuvepillai Pachadi Recipe - Curry Leaf Raita,"['curd dahi', ' salt', ' curry leaves', ' ginger', ' green chilli', ' cumin seeds', ' black pepper corns', ' sunflower oil', ' mustard seeds', ' white urad', ' curry leaves', ' red chilli']"
North Indian Recipes,Uttarakhand Style Black Gram Chainsoo Recipe,"['arhar dal', ' coriander powder', ' cumin powder', ' red chilli powder', ' turmeric powder haldi', ' black peppercorns', ' sunflower oil', ' water', ' red chilli', ' salt']"
Continental,Rice Sizzler With Tomato Coulis Recipe,"['sunflower oil', ' cloves', ' bay leaf', ' cinnamon', ' cardamom', ' black cardamom', ' black peppercorns', ' cumin seeds', ' onion', ' green chillies', ' carrot', ' green peas', ' basmati rice soaked', ' tomatoes', ' sunflower oil', ' garlic', ' salt', ' black pepper powder', ' butter', ' carrot', ' green bell pepper capsicum', ' aloo wedges', ' coriander', ' butter', ' sunflower oil']"
North Indian Recipes,Aloo Matar Paneer Curry Recipe,"['cottage', ' aloo boiled', ' green peas matar steamed', ' tomato puree', ' cumin seeds', ' green chillies', ' coriander powder', ' garam masala powder', ' turmeric powder', ' red chilli powder', ' fenugreek leaves', ' cream', ' salt', ' sunflower oil', ' onion', ' garlic', ' ginger', ' tomato puree']"
Continental,Sprouted Mung Bean and Spinach Soup Recipe,"['green moong sprouts', ' spinach leaves palak', ' onion', ' tomato', ' ginger', ' garlic', ' cumin powder', ' red chilli powder', ' salt and pepper', ' sunflower oil', ' lime wedges', ' coriander dhania']"
Continental,Healthy Rose Cookies Recipe With Persian Twist,"['wheat flour', ' semolina', ' flour', ' dessicated coconut', ' rose petals', ' dates', ' pistachios', ' butter', ' baking powder', ' sugar', ' rose petals', ' water']"
South Indian Recipes,Sakkare Millet Pongal Recipe,"['foxtail millet', ' milk', ' water', ' jaggery', ' cardamom', ' dry fruits', ' ghee', ' coconut']"
Indian,Baked Mini Bread Cups Recipe,"['brown bread', ' sweet corn steamed', ' aloo boiled', ' red bell pepper capsicum', ' green bell pepper capsicum', ' onion', ' garlic', ' red chilli powder', ' tomato ketchup', ' salt', ' butter', ' cheddar cheese cheese']"
Indian,Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes,"['wheat flour', ' ragi flour finger millet', ' bajra flour', ' salt', ' black peppercorns', ' aloo boiled mashed', ' red chilli powder', ' green chillies', ' coriander', ' cumin seeds', ' sunflower oil']"
South Indian Recipes,Palak Dhania Dosa Recipe With Figaro Olive Oil,"['spinach', ' coriander dhania leaves', ' onion', ' green chillies', ' wheat flour', ' oats oatmeal', ' semolina', ' black peppercorns', ' figaro pure olive oil']"
Indian,Date and Tamarind Chutney Recipe - Khajur Imli Chutney,"['dates', ' tamarind', ' jaggery', ' water', ' red chilli powder', ' cumin powder', ' ginger powder', ' black salt', ' salt']"
